Text,Sentiment
 I &lt;3 Bobby,pos
 I accidentally slammed the door on one of my toes cause i thought my foot wasn't there. It did bleed but it's stopped now :/,neg
 I adore leather corsets.,pos
 i agree @OasisStasis http://ff.im/2dojM,pos
 i already said goodbye to my besties @adrianacoffey @monicaramos427 @verooperez &amp; @paulettecolberg . las amo . i'll miss you  [ILY],neg
 i always hoped it wasn't true.,neg
 i always lose. no matter how nice i am ,neg
 i am bored,pos
 I am gonna miss sam bradley's concert in L.A. Only one day earlier!Damn!,neg
 I am not certified...http://bit.ly/rKiDD,neg
" i am sick of being poorly now, it''s been a month of stomach problems and i'm fed up now",neg
"- i am so drained, i wish Amy was home ",neg
 i am so sunburnt that it hurts,neg
" i am still uber sick (lol, FEVERISH AT LAB TODAY!) and my lab report is barely progressing. FML!!!!! !!!!!!",neg
 I am such a wus these days...,neg
 I am thoroughly disappointed that Penny and Leonard are still not together and that Penny just broke my heart with one sentence.,neg
 I am what I say I am.....I am Yashawini.....a successful woman,pos
 I be cool,pos
"' I believe in you my love, and your imaginary world.' Nightnight world  Sending love out there.",pos
" I bet you were with him! @PITXneg8 oh, follow @fxxxmylife ",pos
 I bought a Torchwood book yesterday and nearly a Dr Who one but it was in the kids bit and my friend was laughing about it ;(,pos
 Hello Summer  listenin to nevershoutnever! makes me feel all summery  lunch time (Y),pos
 Hello TWITTER! (posnegnegth update Wooohooo),pos
 Help I dont know what to wear tomorrow nite !  I have my pink lady jacket but thats it.  any idea's what else to do ??,neg
- He's a keeper for sure cuz the boi has even got me smilin n my sleep!    Wow!,pos
 hey all im bored and since im wating for cliare before going to my grans i thought i would twitter lol,pos
 hey isn't this easy. ,neg
 hey u guys r on....im going to canada today...for an unhappy reason...,neg
 hit by someone running a red light...my cars totalled...but thank God i just have a headache &amp; nothing more.,neg
 hmm. i really like the songs on the summer ep. &lt;3 nsn,pos
 holy shit.,neg
 home and away (i've been home to watch this every day this week?),neg
 home from a friends ..aha great party ,pos
 Home from NINJA weekend...I will miss you dearly!  Best $2negneg spent on tickets.,neg
 HOMEWORK!!!!,neg
 homework. uggh,neg
 Honorary Hollywood Mom Mafia: @bostonmamas @PetiteMommy @blissnine @MomSquadBlog @all_moms @twitterparents @MomsofAmerica #FollowFriday,pos
 hope it gets better soon @missjeffreestar,neg
" hopefully I make it to next years parade. YES, THERE WILL BE ONE ",neg
 How beautiful is Prince. Oh My Goodness,pos
 How do I make my headache go away?,neg
 How do you just ignore them when theyre online too? God I want my friend back!!!!! :'(,neg
 how i love the sun and its powers,pos
- how lame it is that I want my Scranton shirt so bad just so I can take a photo of Tim and I wearing our DM picnic shirts together ,neg
 how much do I love this...... Just stopped to grab a bite on the road and as we walk in.... Summertime came on &lt;3   ,pos
 How's everybody. I'm finna GO!  HOW ABOUT THEM APPLES =D,pos
 http://bit.ly/MisVv  please find him ok. Can't stand this tearing Ryry apart ,neg
 http://www.inimacopiilor.ro/campanie/campanie.php - pt copii,pos
 Hubby went to pick up  my Fringe comics today @ store by his work. THAT store was out of business too. No comix in Houston. Have 2 Web.,neg
 hungry and indecisive,neg
 I also like this night. I'll hibernate now.,pos
- I am burnt to a crisp.   Sunburn sucks!,neg
 i am regretting getting that film developed... RIP,neg
 i am so over it all.  ,neg
 I am so worried......,neg
- I am wiv achey head ,neg
 I aways feel terrible when my friends get yelled at.,neg
 i beeeeen sayin when my last days were heffer!!! lol lol next time forsure when u and @nessbnego graduate in posneg years,neg
 i Call you,pos
 i came home and didnt have anyone to tell how my day was to,neg
" I can only think of one way to get out of this stupid loop of shitty moods, and I don't wanna do it...",neg
" I cannot print from Ubuntu to my Samsung printer, something called Splix sucks this time.",neg
 I cant believe it,pos
" i can't drive myself to school until december, even though i'll be eighteen already. exception?",neg
 joe and stella. stop being so cute. i only know disney is tempting me with forbidden fruit.,neg
-- jon &amp; kate plus 8 on monday might make me really sad  ... stay together for the kidssssssss   ,neg
 Jonas Brothers 3D Concert Movie is out on the 7th of May and i can't go because of school interviews.  BUT i'LL see it sat!!(Hopefully),pos
" jonas brothers, cant wait!",pos
 Josh Groban's music is my happy place.,pos
 jst received sm profound words 4rm the last guy I dated... thx Chigo,neg
 jus chillen with the homies on the west sieedahh,pos
" just been taken into a pet shop with @staceynoir tarantulas and mini crocodiles, ah quite scared. But i want a bearded dragon.",neg
 just busted my head on my friends windshield. i hurt.,neg
 just came back from Memorial of a friend around posnegneg-2negneg turned up. I'm so sad right now. RIP Tom,neg
 just dropped my boi off at the airport. I feel as though the L word is coming and I'm resisting it.,neg
" just finished writing australia and put it up at lifesaclimb, what an accomplishment.",pos
 Just found out I don't get to hear from my soldier for another week!!!,neg
 Just found out my &quot;play play&quot; grand-daddy died...  RIP William Watson... Thanks 4 the memories!,neg
 Just get some new clothes. Thx mom.,pos
 Just got a notebook similar to a Moleskine. Looking forward to purchasing one in Hong Kong this summer. ,pos
 just got home. Wow that was actually fun,pos
 just got served by a small minded jerk off. So much for being funny.,neg
 just happy.that's all i'm tweeting now,pos
 just like I thought everyone is busy already. It now depends on lyss...,neg
 just like that.,neg
 just passed up going to my favorite bar with most of my favorite people because i hurt so bad  -otte-,neg
 just really upset and drunk,neg
 Just re-tanlined my basketball sock tanline. Ftl.,neg
 just sat wit sis lookin on twitter  x,pos
 just seen a frog on the sidewalk (:,pos
 just soaked in the hot springs of Pagosa. So nice.,pos
 Just started a twitter xD,pos
 just trying to help,neg
 just walked in on boyfriend trying to hang himself.  he's okay.,neg
 just watched the farrah facett story. i feel terrible for her :/,neg
" just weighed self... still 59 kilos!! Damn you body, gain some fat!",neg
 just woke up..,neg
" Karine Ruby, &quot;former Olympic snowboarding champion dies at 3pos.&quot; http://bit.ly/uKRBg",neg
 karly on bb...how ...fifian..?,neg
 killer headache. Today was half good and half bad. Could use some good news.,neg
- Kris Lundberg is speaking at the Int'l Virginia Woolf Conference today at 4pm! Come to Lincoln Center and support her. pospos3 W. 6negth St. ,pos
 kyokyo-chan isn't real.... )': Yukyosukuji!&lt;3,neg
 last day of holidays...I wanna cry. http://tinyurl.com/d8s778,neg
 last day of holidays...I wanna cry. http://tinyurl.com/q8428o,neg
 last day of school....,neg
" last day of summer uniform, I HATE WINTER ,i got locked out side my locker today .. not cool all my teachers were like were r your books",neg
 i broke my microphone ,neg
 i burn my tounge,neg
 I burned my quesadilla.,neg
" i can't stand Ravenna, but tonight it's really nice.",pos
 i cant stop being sad,neg
" I can't stop crying. I'm horrible to my husband and putting him off, I know, I feel like I'm driving him away  I can't help it",neg
- I can't wait to JDM my RSXy  be ready to race this badass chick! Yall aint ready.,pos
 i cant wait to shower off all the dust on my body from my room! ARGH,neg
 I changed my mind ,neg
 i could be at a movie right now with someone...,neg
 i could cry at how nice dannys voice sounds on radio one (L),pos
 I couldn't eat my strawberry ice cream. My tummy hurts.,neg
" I couldn't go to Tower Records to buy LINES,VINES AND TRYING TIMES.... ",neg
 I couldv'e taken a class from THE Ryan Feng... Sadness...Aw well! Ima learn from Mike Song and Tony Tran! Thassright people!,neg
 I cut myself in like 3 different places. Sucky much.?,neg
 i dare you to ask for it like that.,pos
 i did not like the way i was awakened today,neg
 I Didnt Expect My Niqht O2 End This Early..,neg
" i didnt go shopping, but i am going to burbank again!",neg
 i didn't know.,neg
 i didn't want justine to go...will sam ever get eliminated &gt;.&lt; #masterchef,neg
" I dislike this immensely, i lol at the fact I can spell immensely... thank you Lauren haha",neg
 i don't even know.,neg
 i dont feel all that great. my head is gonna explode,neg
 I don't feel good again! Wth?,neg
 i dont feel so good ,neg
 I don't have any decent looking ones at all. I don't want to wear mine and look like a big dork,neg
 I dont have lunch money,neg
" I don't have the guts!!???,??!!!!",neg
 i dont know how to do that fringe braidy thing ,neg
 I don't know what my problem is..:/,neg
 I don't know..,neg
 I don't like cleaning,neg
 i dont like it when people dont text back ~Tim~,neg
 I don't think I can call myself &quot;prize winning&quot;,neg
 I don't think I was wrong no matter what nobody says I really didn't want da bread I just wanted my pancakes didn't want to waist da food,neg
 i cant wait to leave! lol,pos
" I caught up. I WANT MOREEE! Ugh, fuck JAH-PAN, they need to produce more chapters so I can keep reading NARUTO &gt;:[",neg
- I could go to Italy in that time ,neg
 i cried over jon and kate ... i think that makes me pretty lame haha,neg
 I cut my hair,neg
 I didn't get picked for any show!!! Boehoe!,neg
 I didn't go to school. Again. My head hurts so bad. Again. This sucks. Again.,neg
" I do look like luda, ugh.",neg
 i dont feel good at all my tummy and head hurts really bad (((,neg
 I dont know how to get the output type from nast and tspnegpos tables... but tomorrow i will find that,neg
 I don't know what I did. @myhaloromance,neg
 I don't know what to say but ,neg
 I don't know what to wear....,neg
 i don't know...?,neg
 I dont like strapless bras either.,neg
 i dont like that phone anymore...,neg
 i dont like the fact my gay best friend is in tears... â™¥,neg
 i don't like thunderstorms! just let me hide!,neg
 i don't like your livejournal because you don't use fancy words like that in real life.,neg
 I don't really wanna do this...love stinks sometimes.,neg
 i dont wanna wait posneg more dayss,neg
 I dont want her to be mad at me. She is sooo sweet!,neg
 i dont want to go to bed but im so tired,neg
 i dont wanta go to school today.....,neg
 I dontcthink I slept enough.,neg
 i dontttttttttttt feeeeeeeeel goooood ,neg
 i feel bad now.,neg
 i feel like a idiot yet again.,neg
" i feel like freakin crying,",neg
 I feel like there's school tomorrow. Most likely there will be.  NOOOOOOOO...,neg
 i feel sad. Discouraged. Lonely. Unlucky.,neg
 I feel so shitty! FML.,neg
 i find no reason to keep on going anymore.,neg
 i finished the cookies too fast... now i don't have cookies for tomorrow... (,neg
 I forgot how many great songs this mystery band had @AnnieLicious ? http://blip.fm/~5e7qp,pos
" I forgot to put away my laundry earlier so my beds full of clothes. Guess its going on the floor. Dog hair is always in, yeah?",neg
 i get my flip-flops in a few days but i am not happy.,neg
 I get to do a review for Katie and Nina and for Colette when it gets here...... LIFE IS GOOD!!!!  ,pos
 I get to sleep in as late as I want tomorrow! I'm so excited!,pos
 I got a D in foundation mock http://twitpic.com/7slt4,neg
 i don't think i'll be able to wear my hair extensions all week i don't have enough time to put them on really busy week,neg
 i dont understand twitter,neg
 I don't wanna go to work...,neg
" I don't wanna. What I do want, I can't have... fun times.",neg
 I don't want a million followers and sending out the exact same tweet is annoying. How can people with neg updates have followers? So sad.,neg
 I don't want to go to work,neg
 i feel bad i woke you up!!! but thats awesome do it so i can be addicted to you too ,neg
" i feel bad. I love you sweetheart, more than anything!",neg
 i feel like my insides are slowly being torn from my body...,neg
 i feel like shit,neg
 i feel like such a loser.  i hate hills,neg
 i feel lonely.,neg
 i feel proud that took up the whole thing,pos
 i feel really alone,neg
" i feel really really really fucking sick, fml.",neg
 I feel so disconnected without AIM. WORK DAMMIT.,neg
- I feel so naked without my Ipod ,neg
 I FEEL SO..... REPLACED.,neg
" I feel terrible. Gosh, how do I manage to ruin it so quickly? I've been home for an hour and I've already messed something up!!!!",neg
 I feel the way this sign looks stay up twitter peeps,neg
 i fell down the stairs LOL!  stoooopid straightener!,neg
- I felt really sad when I heard that Paul McCartney's squirrel was going to be shot  Fortunately I'd got the w.. http://htxt.it/l/qKpSIk,neg
 I found out my mum has got cancer off the womb and she was supposed to go for an operation on Saturday but she didn't go and I feel upset,neg
 i go on twitter nd find out he has a girl :'(,neg
 i got my eye on u! Lol,pos
 I got scolded for not waiting and spending MORE to find my perfect storage solution...  saddies Guess I should have *hangs head*,neg
 I got so scared tonight. Love you @kristengraham,neg
 i got yelled at 4 helping the cats by my neighbor,neg
 i got you anytime man. Just holla if you need me. ,neg
 i gotta remember to update more frequently i don't have my blackberry it was so much easier  how is everyone doing?,pos
 I guess all the finger-crossing in the world couldn't help her.,neg
 I guess I'm no Sherlock,neg
 i had posneg7 followers when i went to bed now i have posneg2 what happen  it better not have been any of my VIP or maybe some non VIP got mad,neg
 I had a bad thought,neg
 i had a freaky dream last night,neg
" I had to postpone the photoshoot. Stupid Wisconsin weather. Why can't it be sunny? Working out, tanning, preschool grad night, then out!",pos
 I has a huge pack of giant buttons &amp; a bag of doritos.  @shinydan is fab! oh &amp; he brought me coffee and is making sausage butty for lunch,pos
 i has no followers to message to,neg
" I has sazzy's cruddy disease, i feel so sicky!",neg
 i hate bad days.,neg
- I hate being offered an opportunity you know you can't take... The right decision isn't always the fun one ,neg
 I hate budget cut. It's not making me happy.,neg
 I hate fighting,neg
 I hate how everything is so easy in OS X ...but at the same time...I love it. #OSX,neg
"- I GOT A,  6/A IN MY SPANISH EXAM!! Im Soo Happy ",pos
 i got it nowww!!,pos
 I GOT MAIL! yay for mail,pos
 i got mosquito bites ALL OVER. is West Nile still a threat?! D:,neg
 i got my hair confused with my curly noodles...,neg
 i got scolded by my mother via skype. told me to go to sleep. doesn't she know by now that her daughter is nocturnal.,neg
 i got sun burned bad at work!,neg
 i got the wrong damn monster. Ugghhh now i gotta go back to the shopette! at like.....4 in the morning. not pleased.,neg
 i gotta take a whiz. lol,pos
 i gotta work today,neg
" I guess I see it differently. Jason told then he was removing the questions and Andrew responds to that, in the link you sent.",neg
 I had 6 followers and I joined 2 days ago they un followed me! :pos,neg
 I had a feeling of impending doom &amp; then hear about this. NO GOOD. NO GOOD.,neg
 i had a wonderful day with O.  Haight and Thai food.,pos
 I had too many gummy octopus... The gummy hurt my tummy,neg
 i has to do the dishes ,neg
 i has veggies tooo! lots of corm and peppers though and like 2 carrots,pos
 i hate being in love. out of love. in love. hates it,neg
 I hate germantown it keeps me from friends! Lols,neg
" I hate it here. I hate everything. I don't understand why we only fight when my dads here. Anywho, I might leave sunday night.",neg
 i hate it when they wake me up with a wrong number and my step dad vacumming EVERY saturday morning.,neg
 I hate muscle spasms. Fuck you spasms!!!!! http://twitpic.com/6e4a7,neg
 I hate my job! I want to fly a plane soon! :  I hate my job! I want to fly a plane soon!  http://tinyurl.com/mm9wod,neg
 I hate packing!,neg
 i hate rain and people.,neg
 i hate songs that will NEVER be my life.,neg
 I hate the Rain! It puts a dampner on my sunday! I hope its gonna be sunny 2morrow! We need the good weather!,neg
 I hate the scale.,neg
 i hate this family. Save me!,neg
 I hate watchin' this episode! Boulton the stations tough guy left frightened and angry - and in need of a HIV test after raid gone wrong!,neg
 I hate when my bf beats da dogs. But I guess that the only way to teach these pitts.,neg
 i hate when my boyfriend has a bad day!,neg
 i hate work. I'm so sorry Aly.,neg
 I have already completed work on &quot;mechanisms&quot; that boredom ... Now I have to study the map of Africa! tomorrow..BASEBALL! its SO cool,pos
" I have an appt, but u all should go hear about palimpsests &amp; other interesting things tomorrow @machineproject http://tinyurl.com/m6qxqa",neg
 I have no hair left trying to book train to Sheffield for Sun .. anyone ? I'm helping a pal fufill a dream to see Beyonce ... STRESS !,neg
 i have one thing perfect going for me that i want. I have one bad thing not going for me at all that i want more than anything in the ...,neg
 i have something to say thats going to keep you from smiling,neg
 I have that sad and disappointed feeling in my gut...,neg
 last day of weekend.,neg
 Last day of year pospos today. Boswells neg4-neg9 (L),neg
 LAST Day To Enter http://tinyurl.com/r3qhor,pos
 last episode of buffy always makes me cryy,neg
 last time seeing my kids. 2 of the greatest kids in the world.,neg
 last tweet for the night!  VOTE for @GoodeMovement here: http://tinyurl.com/lv6969 and with that same determination... #squarespace!,pos
 last tweet for the night! VOTE for @GoodeMovement here: http://tinyurl.com/lv6969 and with that same determination... #squarespace !!,pos
 Laughter is one of the best things that God has given us,pos
- laying in bed b/c I have nothing to do! ,neg
 leaving florida want to live there forever! Texan*Girl,neg
"- leaving for Seattle in ~pos4 hours!! Just one more day of work to survive, then we're off  to celebrate 3 years of wedded bliss ",pos
 leaving this hotel room sucks. They upgraded up to a two bedroom suite. Oh well.,neg
 leaving tomorrow. miss home. mum's incessantly whining to go shopping. i wanna stay home.,neg
- Legs feel worse than they did yesterday ,neg
 less and less people have been partying lately.,neg
 lets get like icecream after to make u feel better!,neg
 life is a mystery.!!! LOL freakin marriah.!!! LOL *blast off.!!* LOL,pos
 life never ceases to amuse me. Wouldnt want it any other way!,pos
 life sucks. but it would suck a lot more if i didn't have the beautiful check yes gingerette to keep me company.,neg
" lifes complete. all time low were a-fucking-mazing, disapointed that the venue didn't let them sign though",pos
" listenin to trey songs, kanye west song say u will remix. Its only one her, I only want her.",neg
 listening to @ddlovato music. ;) you're a trainwreck but i wouldn't love you if you changed..,pos
- Listening to Metro Station Shake it remix...quite good ,pos
 LittleBoxOfEvil We are just like that ,neg
 LOL. @elieehinojas...have you seen my new presentation...,pos
 lol@teedramoses,neg
 Lola hurt her leg... Of course this happens the day before we leave...,neg
 lolz  iT.SR|TCE|TBE|,pos
 LONELY. lol. i'm so boredddddd,neg
 long ride home and i am bored,neg
 long week ahead!!! Another weekend off!!!,neg
"- long week ahead, but the good thing is we have the weekend to look forward to. ",pos
 lookin up strippin classes,neg
" looks like I have to take the bus home tonight. I really need a new car, BADLY...",neg
 Looks like Villarreal might not be making it to the Champions League next season.,neg
 Losee Magic,neg
 lost a follower -pos. :/,neg
 lost a follower! lol,neg
 lost my spot in front of the heater,neg
" lots of pics of clebs in teeny bikinis at the mo,well I feel like shamu today, salad for lunch and fruit, at least my baps are my own lol",neg
 love it,pos
 lunch break=wasted. 23mins left to keep refreshing.,neg
 M is bummed. i wish there was something i could do,neg
 maaaann...well @ least u dnt hav 2 worry about this silly place nemore @shansopink ...ooo gurl they drive me insane n here...i hate rules,neg
 I hate Mondays.,neg
 I hate my job! I want to fly a plane soon! ,neg
 I hate the &quot;out-of-nowhere&quot; stuff...,neg
 i hate this,neg
 i hate this .. Goodnight. LOL http://tinyurl.com/olyvhe,neg
 I hate this job,neg
 i hate thunderstorms...   I don't like the sound of thunder...,neg
 i hate today (((,neg
- I hate waking up when you're in the middle of the best dream ever ,neg
 i hate work,neg
 i hate you think you or talk you? i don`t like that !! now aunts b.day,neg
 i have a cold!,neg
 I have a headache.,neg
" i have a new pictureee...i don't have face buuut...it's beatiful! aah the photograph is Sara, she've a great future how photograph haha",pos
" I have a sick @posty today. He has a headache, cough, sore throat.  He is curled up on the couch.",neg
 i have a stomach ache.. and i think its from the ahi tuna i had at PF changs tonight.. something was just not right about it.,neg
 i have an idea im going to get a gun go to taylor l's house and kill him!! IM A VERY BAD GIRL x],pos
 I have heartburn...cheap pizza sauce,neg
 I have never seen the Abbey Road thingy,neg
 i have no deo left what am i going to doo i stink!,neg
" I have rehearsals posneg-4 today, and thenagain tomoro, and the next day, and the next, and then one more and I am finished with that school!",neg
 i have the flu i feel horrible... @roly5negposnegnegpos5neg please come home i feel bad,neg
 I have to go back to work now!  not long till finishing time...,neg
 i have to start studying for finals,neg
 I haven't start packing for a 7:negnegam flight! FML,neg
 i hope this gets better..,neg
 I hope you're okay &lt;3,neg
" I jinxed my good mood, I say I'm happy and all that cause Nicks the father to sharons baby and now Farrah dies... didn't know her but its",neg
 i juss wish hed talk...,neg
 I just bought the 5neg pack and so far only 4 out of posneg have worked out. These DVDs http://www.amazon.com/dp/Bnegnegneg7TJ58M,neg
 I just color-edited 6neg photos in Lightroom and used my external display and the color profile was wrong. Everything turned out bad. #FAIL,neg
" I just don't know how to begin this twitter thing. Anyway, I'm taking up my back subject this summer. Hope I'll cope up.",pos
 i just got a call form work saying more hours got cut,neg
 i just got in the mood for a sad song... Boooo! two thumbs down,neg
 i just got song a lullaby by none other than thee infamous matthew. xD i still can't sleep but thanks for the effort.,pos
 i just had a bad dream and now i'm afraid to go back to sleep. ,neg
 I just had to restore my iphone to its original settings...wtf apple...this sucks. I better not lose everything....,neg
 i just hit my head gettiing into the car,neg
 i just missed out on the hat pricing minigame....i hope i catch it next time! ,neg
 I just ran out of my favorite cologne...Who wants to buy me some more??,neg
 i just realized i miss pospos:pospos dangggg,neg
 i have to be at school for 8 in the morning.,neg
 i have to go to my sisters now to look after vada so im not going to be able to talk properly to anyone for a while ,neg
- I have to miss out on the Nashville night  at least there's a Grease double feature on tonight...haha,neg
 i have to wake up early 2morrow..Boo!!...first stop starbucks,neg
 i have twitter on my phone now,pos
 i havee to get up at 6 tomorrow blehh.,neg
 I heard thunder... &amp; I think someone's upset at me because I'm a str8 up blunt person... I need some advice on how not to be so blunt ha!,neg
 i hope everyone is ok!,neg
 i hope you're ok @EnchanteDMurDeR,neg
 I hurt my wrist some how this morning and it really hurts ,neg
 i hurt so much :*( i wish i never went outside yesterday,neg
 i joined twitter 24 January 2negneg9. daayyuuummm. i thought it would have been in like april. lololol. hi mom.,pos
 I just dont understand...,neg
" I just found ACTUALLY AFFORDABLE Star Trek TOS action figures online! Kirk, Spock AND MCCOY for less than thirty bucks! Happy Trekkie.",pos
 i just found out 2 of my gold fish died....  i named them Gerard and Mikey ....ok tomorrow i am getting new fish,neg
 I just found out that california is a bust this year. Oh well next year it is,neg
 I just got crop dusted.,neg
 i just got shouted at...,neg
 I just heard skins music and wants skins back on ,neg
 I just need an opportunity.,neg
 i just realized i missed pospos:pospos dangggg,neg
" I just ruined 4th Twilight book for my mom, YES, MY MOM! If I do nothing else today, I will feel fulfilled!",pos
 I just wanna feel better. Now I'm freezing!,neg
" i just want to crawl in bed with some cough drops, tissue box, and put on a movie. ((",neg
 I just want to sleep for once,neg
- I keep forgetting it is he apprentice final tonight. then i remember and get very excited ,pos
 I keep posting songs here and no one ever listens (I can tell ;) ) - jeez it's tough being an unsuccessful songwriter!,neg
 I killed my dill plant again. Why does this happen with dill? It is doing great then suddenly it's dead. http://tinyurl.com/mlh4f5,neg
 i knew this would happen !! i'd start feeling really ill and wouldn't be able to sleep. it's exactly the same as what happened friday &gt;:|,neg
" I know @twitter's not going to bother coding much for IE6, but having to pull up indiv tweets every time I reply is getting old. Fast.",neg
 i know right? Lol,pos
 I like feeling this way,pos
 i like to be freelance,pos
 i like you more,pos
 I looked like I've a needle poked through my nosey.,neg
 i lost two followers,neg
 i love being a fake rebel.Mmm... Kinda hungry.anyone want to do something? ,pos
 i love David Archuleta xD. i reaaallly want to see him in concert.,pos
 I love him so much but our views are so different.,neg
" I love how you're playing with different styles, pattern and details! http://lookbook.nu/look/pos59472",pos
 I LOVE LOVE LOVE MY BFF JAZZMIN MARIE EVANS! THE CONVO WE JUS HAD! WHEW WE SHLD HV A TLK SHOW LMAO,pos
"- mac &amp; cheese and a movie, what an awesome combo! ",pos
" Makes me a little weepy, this one. â™« http://blip.fm/~8jeposh",neg
 makes my heart smile real big. â™« http://blip.fm/~7qnjr,pos
 making dinner today and then going to work. Hopefully tonight will be as good as yesterday ,pos
 Mammoth cave here I come ,neg
 Man looking at my cousins only remind me how old I've gotten lol,pos
" Man, I hate cleaning T^T",neg
 Managing IT people is like herding cats,pos
 may just said i'm the more boring person ever.,neg
 mayfield psychiatric hospital.,neg
- me and my mom's cars were broken into.  I feel violated.,neg
 me has finished my hot chocolate now but my lappy is burnung my leg and am too warm. Xxx,neg
 Me is bored. Someone IM me or somethin! AAHH.,neg
 me Perdi EL conCierto de the kooks  I fEll so baD,neg
--- Meagan Good Fansite ; FOLLOW US! ,pos
 meebo is awesome ,pos
" meeting fell through until next week, im thinking yoga and soup will cheer me up !",neg
 mega downpour... its go 45 mins to stop.... or no coaster for me.,neg
"- Meh.... eating grapes and watching 7 Pounds. Had fun today playin' mini golf with Richie, Reva, and Thomas. ",pos
 Merisha got a scholarship!!!!,pos
 MIA my sinful hat.,neg
 Michael Sheen ---&gt;http://bit.ly/7DCrg  ( beautiful man^^),pos
 miley didn't win best actress or whatever,neg
 mish is trying to get me into manga D,neg
- miss him so much . wish i had more time to spend wit him ,neg
 miss you,pos
 Miss You Nath. xx,neg
 missing all time low...,neg
 missing the Evelyn....she is out having a good time....good for her! good night good folks....,neg
 mm alright,neg
- Mmph. Gonna read for like half an hour.. prob 4 or so actually - xD - and go to bed. Night ,pos
 modern history homework... siiigh,neg
 mon morn and i hav the biggest headache everrrrrr!  Roll on 3wks already!! x,neg
- Monday night is usually Cougar Night at High Noon Saloon. Where the heck are all the Cougars?  ,neg
 More Star Wars humor: http://bit.ly/4fuAN,pos
 Morning. Media Exam. x,pos
 MOT didnt go v.well,neg
 moving crap into the house now..well..i would be if ALL the traffic lights werent out...scary driving.,pos
 must try to raise some funds to get better computer present one like me worn out. also need a publisher/literary agent?,neg
- my aching body ,neg
 my adopt-a-puppy http://yfrog.com/9wddej,pos
" My advice is not to inquire why or whither, but just enjoy your ice cream while it's on your plate. ~ Thornton Wilder",pos
 my arm burns,neg
 my back is killing me! my damn chest needs to be reduced asap! ugh! ,neg
 my back really hurts,neg
 My boyfriend is gay.,neg
"- my boys are rowdy now that 'dad' is home! we've been having lots of fun &amp; making lots of noise!!  but, now, jammie time is upon us... ",neg
 my bro isnt here yet!!!! what to do????,neg
 my brother left me for the day now I am here by myself,neg
 my coffee went cold,neg
 I just realized that #wordcamp Dallas is happening the exact same weekend that apollocon.org is. Drat!,neg
 i just received my G8 viola exam.. and its... well... .. disappointing.. :\..,neg
 i just recieved a text from the bf saying &quot;Whats ups babys&quot; haha JERK! quit making fun of me.,neg
 i just saw a bunny outside and i thought it was my cat. I hate this.,neg
" I just saw a huge spider crawling on my wall, then it went behind my bed!!",neg
 I just saw a squished kitty outside my gate....I feel sad...,neg
 I just saw the hottest thing ever,pos
 i just wanna cry... I have so much work 2 do ,neg
 I just wanna sleep!! My eyes hurt.. My nose keep cloggin up.. I'm getting a headache n pos of my nostrils &amp; my throat is dry.. :***-(,neg
 I just watched my son be promoted to a red belt @ Karate class. Cute and exciting!,pos
" i just went to take a sip of my tea, and lifted the wrong cup. mmmm cold tea!",neg
 I kinda miss my dad... This is lame with no one to feed me lil pieces of cheese. LonelyCheeseBunny.com,neg
 i kinda wanna go back out. womp womp,neg
 i knew it you hated me all along &lt;/3,neg
" i know i'm a syllable whore, sorry but i did it on purpose.....",pos
 i know longer feel the same for you &lt;/3,neg
 i laid down for a little bit and fell asleep. So much for the movies......,neg
 I left my phone @lserposnegposloser house,neg
 i left my yearbook at home!,neg
" i like how you can change the colour of stuffs on bebo  &amp; how you can do the underline, italics &amp; bold thingys  haha",pos
 I like it when things work like they should. I was expecting this upgrade to break something bigtime.,pos
 i like katie wirth without brendon tooo,neg
 I like to eat out a lil too much....I guess I just like being served after a crazy day @ work..I need a frequent diner card..lol eeeek!,neg
 I like you so much better when you're naked.,pos
- i loove the songs of david archuleta .. ,pos
" I love getting off work , and smelling the scent after it rains! the best &lt;333",pos
 I love it tho lol ? http://blip.fm/~78nrn,neg
" i love my fly with me friends, @guyjbfanforlife and @taylavision_",pos
 i love singing along with my baby  ....our favorite song is the best !!! ... and sex was delicious &lt;3 hahaha,pos
" I love you, daddy.",pos
 i love you. *you know who you are*,pos
 i love you. Jef ivey is a bastard. Save me!,pos
 I meant I 've been thinking what is there to say to such a great nation... only that they remain united as they were before pos947.,pos
 i might get in trouble for this. but Abby doesn't count....,pos
" I miss @nevamk, too. Let's play.",neg
 i miss @pppamp,neg
 I miss all my babies back home. Someone cuddle me via esp!,neg
 I MISS BRO CECI  RIP BAD THINGS KEEP HAPPENING TO ME ,neg
- i miss mikey ,neg
 i miss my edward.,neg
 I miss my iPhone,neg
 I miss my iPhone  I wish it was friday so much!!,neg
 My cornflowers have all drooped! I hope they survive!,neg
- My Cuzdem Juss Joined ,pos
 my ear buds for my ipod broke!! the left one doesnt work and the end of the wire thingy is comming out,neg
 my ear just started bleeding,neg
" my earring is infected and hurts so, so bad.",neg
 My entire family forgot my birthday this year!,neg
 My family is traveling to Machala city... I'm alone at home ,neg
 My foot's asleep! It won't wake up! Rawr.,neg
 My girlies are going to be here in approx. 3 - 3 pos/2 hours.  Road Trip!!!!,pos
 my grandmother decided to pick me up with my mom. My car reeks.,neg
 my head hurts...!,neg
 My head really hurts!!!!!,neg
- my heart hurts. ,neg
 my heart is breaking for my little monkey!,neg
 my hoodie came today! thank you @ChristopherDXS,pos
